id,name,baseValue,rarity,category,modelPath,preset
fishmedaka_plastic_matte,메다카 (매트 플라스틱),15000,1.8,액세서리,assets/models/FishMedaka.glb,plastic_matte
fishmedaka_plastic_gloss,메다카 (글로시 플라스틱),16500,1.75,액세서리,assets/models/FishMedaka.glb,plastic_gloss
fishmedaka_rubber_soft,메다카 (소프트 러버),15800,1.8,액세서리,assets/models/FishMedaka.glb,rubber_soft
fishmedaka_ceramic_clean,메다카 (클린 세라믹),18000,1.7,액세서리,assets/models/FishMedaka.glb,ceramic_clean
fishmedaka_metal_brushed,메다카 (브러시드 메탈),20300,1.6,액세서리,assets/models/FishMedaka.glb,metal_brushed
fishmedaka_metal_polished,메다카 (폴리시드 메탈),22500,1.5,액세서리,assets/models/FishMedaka.glb,metal_polished
fishmedaka_paint_clearcoat,메다카 (클리어코트 페인트),19500,1.65,액세서리,assets/models/FishMedaka.glb,paint_clearcoat
fishmedaka_fabric_sheen,메다카 (패브릭 쉰),17300,1.75,액세서리,assets/models/FishMedaka.glb,fabric_sheen
fishmedaka_glass_clear,메다카 (클리어 글래스),24000,1.4,액세서리,assets/models/FishMedaka.glb,glass_clear
fishmedaka_resin_tinted,메다카 (틴티드 레진),21800,1.55,액세서리,assets/models/FishMedaka.glb,resin_tinted
fishmedaka_matcap_clay,메다카 (클레이),15800,1.8,액세서리,assets/models/FishMedaka.glb,matcap_clay
fishmedaka_matcap_wax,메다카 (왁스),16500,1.75,액세서리,assets/models/FishMedaka.glb,matcap_wax
fishmedaka_matcap_chrome,메다카 (크롬),23300,1.45,액세서리,assets/models/FishMedaka.glb,matcap_chrome
fishmedaka_matcap_bronze,메다카 (브론즈),21000,1.6,액세서리,assets/models/FishMedaka.glb,matcap_bronze
fishmedaka_matcap_black_rubber,메다카 (블랙 러버),16200,1.8,액세서리,assets/models/FishMedaka.glb,matcap_black_rubber
fishmedaka_matcap_red_wax,메다카 (레드 왁스),17300,1.7,액세서리,assets/models/FishMedaka.glb,matcap_red_wax
fishmedaka_matcap_white_ceramic,메다카 (화이트 세라믹),18800,1.65,액세서리,assets/models/FishMedaka.glb,matcap_white_ceramic
fishmedaka_matcap_blue_gloss,메다카 (블루 글로시),18000,1.7,액세서리,assets/models/FishMedaka.glb,matcap_blue_gloss
fishmedaka_matcap_gold,메다카 (골드),25500,1.3,액세서리,assets/models/FishMedaka.glb,matcap_gold
fishmedaka_matcap_silver_soft,메다카 (소프트 실버),20300,1.6,액세서리,assets/models/FishMedaka.glb,matcap_silver_soft
fishminokasago_plastic_matte,이리산 (매트 플라스틱),45000,1.2,액세서리,assets/models/FishMinokasago.glb,plastic_matte
fishminokasago_plastic_gloss,이리산 (글로시 플라스틱),49500,1.15,액세서리,assets/models/FishMinokasago.glb,plastic_gloss
fishminokasago_rubber_soft,이리산 (소프트 러버),47300,1.2,액세서리,assets/models/FishMinokasago.glb,rubber_soft
fishminokasago_ceramic_clean,이리산 (클린 세라믹),54000,1.1,액세서리,assets/models/FishMinokasago.glb,ceramic_clean
fishminokasago_metal_brushed,이리산 (브러시드 메탈),60800,1,액세서리,assets/models/FishMinokasago.glb,metal_brushed
fishminokasago_metal_polished,이리산 (폴리시드 메탈),67500,0.9,액세서리,assets/models/FishMinokasago.glb,metal_polished
fishminokasago_paint_clearcoat,이리산 (클리어코트 페인트),58500,1.05,액세서리,assets/models/FishMinokasago.glb,paint_clearcoat
fishminokasago_fabric_sheen,이리산 (패브릭 쉰),51700,1.15,액세서리,assets/models/FishMinokasago.glb,fabric_sheen
fishminokasago_glass_clear,이리산 (클리어 글래스),72000,0.8,액세서리,assets/models/FishMinokasago.glb,glass_clear
fishminokasago_resin_tinted,이리산 (틴티드 레진),65300,0.95,액세서리,assets/models/FishMinokasago.glb,resin_tinted
fishminokasago_matcap_clay,이리산 (클레이),47300,1.2,액세서리,assets/models/FishMinokasago.glb,matcap_clay
fishminokasago_matcap_wax,이리산 (왁스),49500,1.15,액세서리,assets/models/FishMinokasago.glb,matcap_wax
fishminokasago_matcap_chrome,이리산 (크롬),69800,0.85,액세서리,assets/models/FishMinokasago.glb,matcap_chrome
fishminokasago_matcap_bronze,이리산 (브론즈),63000,1,액세서리,assets/models/FishMinokasago.glb,matcap_bronze
fishminokasago_matcap_black_rubber,이리산 (블랙 러버),48600,1.2,액세서리,assets/models/FishMinokasago.glb,matcap_black_rubber
fishminokasago_matcap_red_wax,이리산 (레드 왁스),51700,1.1,액세서리,assets/models/FishMinokasago.glb,matcap_red_wax
fishminokasago_matcap_white_ceramic,이리산 (화이트 세라믹),56300,1.05,액세서리,assets/models/FishMinokasago.glb,matcap_white_ceramic
fishminokasago_matcap_blue_gloss,이리산 (블루 글로시),54000,1.1,액세서리,assets/models/FishMinokasago.glb,matcap_blue_gloss
fishminokasago_matcap_gold,이리산 (골드),76500,0.7,액세서리,assets/models/FishMinokasago.glb,matcap_gold
fishminokasago_matcap_silver_soft,이리산 (소프트 실버),60800,1,액세서리,assets/models/FishMinokasago.glb,matcap_silver_soft
fishnanyouhagi_plastic_matte,파랑새우 (매트 플라스틱),60000,0.9,액세서리,assets/models/FishNanyouhagi.glb,plastic_matte
fishnanyouhagi_plastic_gloss,파랑새우 (글로시 플라스틱),66000,0.85,액세서리,assets/models/FishNanyouhagi.glb,plastic_gloss
fishnanyouhagi_rubber_soft,파랑새우 (소프트 러버),63000,0.9,액세서리,assets/models/FishNanyouhagi.glb,rubber_soft
fishnanyouhagi_ceramic_clean,파랑새우 (클린 세라믹),72000,0.8,액세서리,assets/models/FishNanyouhagi.glb,ceramic_clean
fishnanyouhagi_metal_brushed,파랑새우 (브러시드 메탈),81000,0.7,액세서리,assets/models/FishNanyouhagi.glb,metal_brushed
fishnanyouhagi_metal_polished,파랑새우 (폴리시드 메탈),90000,0.6,액세서리,assets/models/FishNanyouhagi.glb,metal_polished
fishnanyouhagi_paint_clearcoat,파랑새우 (클리어코트 페인트),78000,0.75,액세서리,assets/models/FishNanyouhagi.glb,paint_clearcoat
fishnanyouhagi_fabric_sheen,파랑새우 (패브릭 쉰),69000,0.85,액세서리,assets/models/FishNanyouhagi.glb,fabric_sheen
fishnanyouhagi_glass_clear,파랑새우 (클리어 글래스),96000,0.5,액세서리,assets/models/FishNanyouhagi.glb,glass_clear
fishnanyouhagi_resin_tinted,파랑새우 (틴티드 레진),87000,0.65,액세서리,assets/models/FishNanyouhagi.glb,resin_tinted
fishnanyouhagi_matcap_clay,파랑새우 (클레이),63000,0.9,액세서리,assets/models/FishNanyouhagi.glb,matcap_clay
fishnanyouhagi_matcap_wax,파랑새우 (왁스),66000,0.85,액세서리,assets/models/FishNanyouhagi.glb,matcap_wax
fishnanyouhagi_matcap_chrome,파랑새우 (크롬),93000,0.55,액세서리,assets/models/FishNanyouhagi.glb,matcap_chrome
fishnanyouhagi_matcap_bronze,파랑새우 (브론즈),84000,0.7,액세서리,assets/models/FishNanyouhagi.glb,matcap_bronze
fishnanyouhagi_matcap_black_rubber,파랑새우 (블랙 러버),64800,0.9,액세서리,assets/models/FishNanyouhagi.glb,matcap_black_rubber
fishnanyouhagi_matcap_red_wax,파랑새우 (레드 왁스),69000,0.8,액세서리,assets/models/FishNanyouhagi.glb,matcap_red_wax
fishnanyouhagi_matcap_white_ceramic,파랑새우 (화이트 세라믹),75000,0.75,액세서리,assets/models/FishNanyouhagi.glb,matcap_white_ceramic
fishnanyouhagi_matcap_blue_gloss,파랑새우 (블루 글로시),72000,0.8,액세서리,assets/models/FishNanyouhagi.glb,matcap_blue_gloss
fishnanyouhagi_matcap_gold,파랑새우 (골드),102000,0.4,액세서리,assets/models/FishNanyouhagi.glb,matcap_gold
