id,name,style,type,grade,price,description,modelPath,imagePath
fig_abomination_chibi,어보미네이션 (치비),치비,model,A,19000,,assets/models/fig_abomination_chibi.glb,
fig_abomination_clay,어보미네이션 (클레이),클레이,model,A,29000,,assets/models/fig_abomination_clay.glb,
fig_abomination_mech,어보미네이션 (메카닉),메카닉,model,S,107000,,assets/models/fig_abomination_mech.glb,
fig_abomination_metallic,어보미네이션 (메탈릭),메탈릭,model,SS,182000,,assets/models/fig_abomination_metallic.glb,
fig_abomination_plush,어보미네이션 (플러시),플러시,model,A,22000,,assets/models/fig_abomination_plush.glb,
fig_alchemist_girl_chibi,연금술사 소녀 (치비),치비,model,S,24000,,assets/models/fig_alchemist_girl_chibi.glb,
fig_alchemist_girl_clay,연금술사 소녀 (클레이),클레이,model,S,36000,,assets/models/fig_alchemist_girl_clay.glb,
fig_alchemist_girl_mech,연금술사 소녀 (메카닉),메카닉,model,SSS,236000,,assets/models/fig_alchemist_girl_mech.glb,
fig_alchemist_girl_metallic,연금술사 소녀 (메탈릭),메탈릭,model,SSSS,394000,,assets/models/fig_alchemist_girl_metallic.glb,
fig_alchemist_girl_pixel,연금술사 소녀 (복셀픽셀),복셀픽셀,model,A,15000,,assets/models/fig_alchemist_girl_pixel.glb,
fig_alchemist_girl_plush,연금술사 소녀 (플러시),플러시,model,S,28000,,assets/models/fig_alchemist_girl_plush.glb,
fig_alchemist_girl_realistic,연금술사 소녀 (리얼리스틱),리얼리스틱,model,SSSS,383000,,assets/models/fig_alchemist_girl_realistic.glb,
fig_alchemist_girl_vinyl,연금술사 소녀 (바이닐토이),바이닐토이,model,SS,96000,,assets/models/fig_alchemist_girl_vinyl.glb,
fig_alchemist_girl_wooden,연금술사 소녀 (우드카빙),우드카빙,model,S,50000,,assets/models/fig_alchemist_girl_wooden.glb,
fig_angelic_choir_girl_clay,천사 성가대 (클레이),클레이,model,S,35000,,assets/models/fig_angelic_choir_girl_clay.glb,
fig_angelic_choir_girl_metallic,천사 성가대 (메탈릭),메탈릭,model,SSSS,404000,,assets/models/fig_angelic_choir_girl_metallic.glb,
fig_angelic_choir_girl_realistic,천사 성가대 (리얼리스틱),리얼리스틱,model,SSSS,414000,,assets/models/fig_angelic_choir_girl_realistic.glb,
fig_angelic_choir_girl_wooden,천사 성가대 (우드카빙),우드카빙,model,S,51000,,assets/models/fig_angelic_choir_girl_wooden.glb,
fig_beach_heroine_chibi,비치 히로인 (치비),치비,model,A,17000,,assets/models/fig_beach_heroine_chibi.glb,
