id,name,baseValue,rarity,category,modelPath,preset
shoeslowcutsuede0_plastic_matte,그린 로우 컷 스uede (매트 플라스틱),85000,1.8,신발,assets/models/ShoesLowcutSuede0.glb,plastic_matte
shoeslowcutsuede0_plastic_gloss,그린 로우 컷 스uede (글로시 플라스틱),93500,1.75,신발,assets/models/ShoesLowcutSuede0.glb,plastic_gloss
shoeslowcutsuede0_rubber_soft,그린 로우 컷 스uede (소프트 러버),89300,1.8,신발,assets/models/ShoesLowcutSuede0.glb,rubber_soft
shoeslowcutsuede0_ceramic_clean,그린 로우 컷 스uede (클린 세라믹),102000,1.7,신발,assets/models/ShoesLowcutSuede0.glb,ceramic_clean
shoeslowcutsuede0_metal_brushed,그린 로우 컷 스uede (브러시드 메탈),114800,1.6,신발,assets/models/ShoesLowcutSuede0.glb,metal_brushed
shoeslowcutsuede0_metal_polished,그린 로우 컷 스uede (폴리시드 메탈),127500,1.5,신발,assets/models/ShoesLowcutSuede0.glb,metal_polished
shoeslowcutsuede0_paint_clearcoat,그린 로우 컷 스uede (클리어코트 페인트),110500,1.65,신발,assets/models/ShoesLowcutSuede0.glb,paint_clearcoat
shoeslowcutsuede0_fabric_sheen,그린 로우 컷 스uede (패브릭 쉰),97700,1.75,신발,assets/models/ShoesLowcutSuede0.glb,fabric_sheen
shoeslowcutsuede0_glass_clear,그린 로우 컷 스uede (클리어 글래스),136000,1.4,신발,assets/models/ShoesLowcutSuede0.glb,glass_clear
shoeslowcutsuede0_resin_tinted,그린 로우 컷 스uede (틴티드 레진),123300,1.55,신발,assets/models/ShoesLowcutSuede0.glb,resin_tinted
shoeslowcutsuede0_matcap_clay,그린 로우 컷 스uede (클레이),89300,1.8,신발,assets/models/ShoesLowcutSuede0.glb,matcap_clay
shoeslowcutsuede0_matcap_wax,그린 로우 컷 스uede (왁스),93500,1.75,신발,assets/models/ShoesLowcutSuede0.glb,matcap_wax
shoeslowcutsuede0_matcap_chrome,그린 로우 컷 스uede (크롬),131800,1.45,신발,assets/models/ShoesLowcutSuede0.glb,matcap_chrome
shoeslowcutsuede0_matcap_bronze,그린 로우 컷 스uede (브론즈),119000,1.6,신발,assets/models/ShoesLowcutSuede0.glb,matcap_bronze
shoeslowcutsuede0_matcap_black_rubber,그린 로우 컷 스uede (블랙 러버),91800,1.8,신발,assets/models/ShoesLowcutSuede0.glb,matcap_black_rubber
shoeslowcutsuede0_matcap_red_wax,그린 로우 컷 스uede (레드 왁스),97700,1.7,신발,assets/models/ShoesLowcutSuede0.glb,matcap_red_wax
shoeslowcutsuede0_matcap_white_ceramic,그린 로우 컷 스uede (화이트 세라믹),106300,1.65,신발,assets/models/ShoesLowcutSuede0.glb,matcap_white_ceramic
shoeslowcutsuede0_matcap_blue_gloss,그린 로우 컷 스uede (블루 글로시),102000,1.7,신발,assets/models/ShoesLowcutSuede0.glb,matcap_blue_gloss
shoeslowcutsuede0_matcap_gold,그린 로우 컷 스uede (골드),144500,1.3,신발,assets/models/ShoesLowcutSuede0.glb,matcap_gold
shoeslowcutsuede0_matcap_silver_soft,그린 로우 컷 스uede (소프트 실버),114800,1.6,신발,assets/models/ShoesLowcutSuede0.glb,matcap_silver_soft
shoeslowcutwing0_plastic_matte,블랙 화이트 로우 컷 (매트 플라스틱),75000,1.9,신발,assets/models/ShoesLowcutWing0.glb,plastic_matte
shoeslowcutwing0_plastic_gloss,블랙 화이트 로우 컷 (글로시 플라스틱),82500,1.85,신발,assets/models/ShoesLowcutWing0.glb,plastic_gloss
shoeslowcutwing0_rubber_soft,블랙 화이트 로우 컷 (소프트 러버),78800,1.9,신발,assets/models/ShoesLowcutWing0.glb,rubber_soft
shoeslowcutwing0_ceramic_clean,블랙 화이트 로우 컷 (클린 세라믹),90000,1.8,신발,assets/models/ShoesLowcutWing0.glb,ceramic_clean
shoeslowcutwing0_metal_brushed,블랙 화이트 로우 컷 (브러시드 메탈),101300,1.7,신발,assets/models/ShoesLowcutWing0.glb,metal_brushed
shoeslowcutwing0_metal_polished,블랙 화이트 로우 컷 (폴리시드 메탈),112500,1.6,신발,assets/models/ShoesLowcutWing0.glb,metal_polished
shoeslowcutwing0_paint_clearcoat,블랙 화이트 로우 컷 (클리어코트 페인트),97500,1.75,신발,assets/models/ShoesLowcutWing0.glb,paint_clearcoat
shoeslowcutwing0_fabric_sheen,블랙 화이트 로우 컷 (패브릭 쉰),86300,1.85,신발,assets/models/ShoesLowcutWing0.glb,fabric_sheen
shoeslowcutwing0_glass_clear,블랙 화이트 로우 컷 (클리어 글래스),120000,1.5,신발,assets/models/ShoesLowcutWing0.glb,glass_clear
shoeslowcutwing0_resin_tinted,블랙 화이트 로우 컷 (틴티드 레진),108800,1.65,신발,assets/models/ShoesLowcutWing0.glb,resin_tinted
shoeslowcutwing0_matcap_clay,블랙 화이트 로우 컷 (클레이),78800,1.9,신발,assets/models/ShoesLowcutWing0.glb,matcap_clay
shoeslowcutwing0_matcap_wax,블랙 화이트 로우 컷 (왁스),82500,1.85,신발,assets/models/ShoesLowcutWing0.glb,matcap_wax
shoeslowcutwing0_matcap_chrome,블랙 화이트 로우 컷 (크롬),116300,1.55,신발,assets/models/ShoesLowcutWing0.glb,matcap_chrome
shoeslowcutwing0_matcap_bronze,블랙 화이트 로우 컷 (브론즈),105000,1.7,신발,assets/models/ShoesLowcutWing0.glb,matcap_bronze
shoeslowcutwing0_matcap_black_rubber,블랙 화이트 로우 컷 (블랙 러버),81000,1.9,신발,assets/models/ShoesLowcutWing0.glb,matcap_black_rubber
shoeslowcutwing0_matcap_red_wax,블랙 화이트 로우 컷 (레드 왁스),86300,1.8,신발,assets/models/ShoesLowcutWing0.glb,matcap_red_wax
shoeslowcutwing0_matcap_white_ceramic,블랙 화이트 로우 컷 (화이트 세라믹),93800,1.75,신발,assets/models/ShoesLowcutWing0.glb,matcap_white_ceramic
shoeslowcutwing0_matcap_blue_gloss,블랙 화이트 로우 컷 (블루 글로시),90000,1.8,신발,assets/models/ShoesLowcutWing0.glb,matcap_blue_gloss
shoeslowcutwing0_matcap_gold,블랙 화이트 로우 컷 (골드),127500,1.4,신발,assets/models/ShoesLowcutWing0.glb,matcap_gold
shoeslowcutwing0_matcap_silver_soft,블랙 화이트 로우 컷 (소프트 실버),101300,1.7,신발,assets/models/ShoesLowcutWing0.glb,matcap_silver_soft
shoessandalaqua0_plastic_matte,핑크 샌들 (매트 플라스틱),40000,2,신발,assets/models/ShoesSandalAqua0.glb,plastic_matte
shoessandalaqua0_plastic_gloss,핑크 샌들 (글로시 플라스틱),44000,1.95,신발,assets/models/ShoesSandalAqua0.glb,plastic_gloss
shoessandalaqua0_rubber_soft,핑크 샌들 (소프트 러버),42000,2,신발,assets/models/ShoesSandalAqua0.glb,rubber_soft
shoessandalaqua0_ceramic_clean,핑크 샌들 (클린 세라믹),48000,1.9,신발,assets/models/ShoesSandalAqua0.glb,ceramic_clean
shoessandalaqua0_metal_brushed,핑크 샌들 (브러시드 메탈),54000,1.8,신발,assets/models/ShoesSandalAqua0.glb,metal_brushed
shoessandalaqua0_metal_polished,핑크 샌들 (폴리시드 메탈),60000,1.7,신발,assets/models/ShoesSandalAqua0.glb,metal_polished
shoessandalaqua0_paint_clearcoat,핑크 샌들 (클리어코트 페인트),52000,1.85,신발,assets/models/ShoesSandalAqua0.glb,paint_clearcoat
shoessandalaqua0_fabric_sheen,핑크 샌들 (패브릭 쉰),46000,1.95,신발,assets/models/ShoesSandalAqua0.glb,fabric_sheen
shoessandalaqua0_glass_clear,핑크 샌들 (클리어 글래스),64000,1.6,신발,assets/models/ShoesSandalAqua0.glb,glass_clear
shoessandalaqua0_resin_tinted,핑크 샌들 (틴티드 레진),58000,1.75,신발,assets/models/ShoesSandalAqua0.glb,resin_tinted
shoessandalaqua0_matcap_clay,핑크 샌들 (클레이),42000,2,신발,assets/models/ShoesSandalAqua0.glb,matcap_clay
