id,name,baseValue,rarity,category,modelPath,preset
ftrlawnmower_plastic_matte,잔디깎이 (매트 플라스틱),15000,1.8,액세서리,assets/models/FtrLawnmower.glb,plastic_matte
ftrlawnmower_plastic_gloss,잔디깎이 (글로시 플라스틱),16500,1.75,액세서리,assets/models/FtrLawnmower.glb,plastic_gloss
ftrlawnmower_rubber_soft,잔디깎이 (소프트 러버),15800,1.8,액세서리,assets/models/FtrLawnmower.glb,rubber_soft
ftrlawnmower_ceramic_clean,잔디깎이 (클린 세라믹),18000,1.7,액세서리,assets/models/FtrLawnmower.glb,ceramic_clean
ftrlawnmower_metal_brushed,잔디깎이 (브러시드 메탈),20300,1.6,액세서리,assets/models/FtrLawnmower.glb,metal_brushed
ftrlawnmower_metal_polished,잔디깎이 (폴리시드 메탈),22500,1.5,액세서리,assets/models/FtrLawnmower.glb,metal_polished
ftrlawnmower_paint_clearcoat,잔디깎이 (클리어코트 페인트),19500,1.65,액세서리,assets/models/FtrLawnmower.glb,paint_clearcoat
ftrlawnmower_fabric_sheen,잔디깎이 (패브릭 쉰),17300,1.75,액세서리,assets/models/FtrLawnmower.glb,fabric_sheen
ftrlawnmower_glass_clear,잔디깎이 (클리어 글래스),24000,1.4,액세서리,assets/models/FtrLawnmower.glb,glass_clear
ftrlawnmower_resin_tinted,잔디깎이 (틴티드 레진),21800,1.55,액세서리,assets/models/FtrLawnmower.glb,resin_tinted
ftrlawnmower_matcap_clay,잔디깎이 (클레이),15800,1.8,액세서리,assets/models/FtrLawnmower.glb,matcap_clay
ftrlawnmower_matcap_wax,잔디깎이 (왁스),16500,1.75,액세서리,assets/models/FtrLawnmower.glb,matcap_wax
ftrlawnmower_matcap_chrome,잔디깎이 (크롬),23300,1.45,액세서리,assets/models/FtrLawnmower.glb,matcap_chrome
ftrlawnmower_matcap_bronze,잔디깎이 (브론즈),21000,1.6,액세서리,assets/models/FtrLawnmower.glb,matcap_bronze
ftrlawnmower_matcap_black_rubber,잔디깎이 (블랙 러버),16200,1.8,액세서리,assets/models/FtrLawnmower.glb,matcap_black_rubber
ftrlawnmower_matcap_red_wax,잔디깎이 (레드 왁스),17300,1.7,액세서리,assets/models/FtrLawnmower.glb,matcap_red_wax
ftrlawnmower_matcap_white_ceramic,잔디깎이 (화이트 세라믹),18800,1.65,액세서리,assets/models/FtrLawnmower.glb,matcap_white_ceramic
ftrlawnmower_matcap_blue_gloss,잔디깎이 (블루 글로시),18000,1.7,액세서리,assets/models/FtrLawnmower.glb,matcap_blue_gloss
ftrlawnmower_matcap_gold,잔디깎이 (골드),25500,1.3,액세서리,assets/models/FtrLawnmower.glb,matcap_gold
ftrlawnmower_matcap_silver_soft,잔디깎이 (소프트 실버),20300,1.6,액세서리,assets/models/FtrLawnmower.glb,matcap_silver_soft
ftrlogstooll_plastic_matte,원목 의자 (매트 플라스틱),35000,1.6,액세서리,assets/models/FtrLogStoolL.glb,plastic_matte
ftrlogstooll_plastic_gloss,원목 의자 (글로시 플라스틱),38500,1.55,액세서리,assets/models/FtrLogStoolL.glb,plastic_gloss
ftrlogstooll_rubber_soft,원목 의자 (소프트 러버),36800,1.6,액세서리,assets/models/FtrLogStoolL.glb,rubber_soft
ftrlogstooll_ceramic_clean,원목 의자 (클린 세라믹),42000,1.5,액세서리,assets/models/FtrLogStoolL.glb,ceramic_clean
ftrlogstooll_metal_brushed,원목 의자 (브러시드 메탈),47300,1.4,액세서리,assets/models/FtrLogStoolL.glb,metal_brushed
ftrlogstooll_metal_polished,원목 의자 (폴리시드 메탈),52500,1.3,액세서리,assets/models/FtrLogStoolL.glb,metal_polished
ftrlogstooll_paint_clearcoat,원목 의자 (클리어코트 페인트),45500,1.45,액세서리,assets/models/FtrLogStoolL.glb,paint_clearcoat
ftrlogstooll_fabric_sheen,원목 의자 (패브릭 쉰),40300,1.55,액세서리,assets/models/FtrLogStoolL.glb,fabric_sheen
ftrlogstooll_glass_clear,원목 의자 (클리어 글래스),56000,1.2,액세서리,assets/models/FtrLogStoolL.glb,glass_clear
ftrlogstooll_resin_tinted,원목 의자 (틴티드 레진),50800,1.35,액세서리,assets/models/FtrLogStoolL.glb,resin_tinted
ftrlogstooll_matcap_clay,원목 의자 (클레이),36800,1.6,액세서리,assets/models/FtrLogStoolL.glb,matcap_clay
ftrlogstooll_matcap_wax,원목 의자 (왁스),38500,1.55,액세서리,assets/models/FtrLogStoolL.glb,matcap_wax
ftrlogstooll_matcap_chrome,원목 의자 (크롬),54300,1.25,액세서리,assets/models/FtrLogStoolL.glb,matcap_chrome
ftrlogstooll_matcap_bronze,원목 의자 (브론즈),49000,1.4,액세서리,assets/models/FtrLogStoolL.glb,matcap_bronze
ftrlogstooll_matcap_black_rubber,원목 의자 (블랙 러버),37800,1.6,액세서리,assets/models/FtrLogStoolL.glb,matcap_black_rubber
ftrlogstooll_matcap_red_wax,원목 의자 (레드 왁스),40300,1.5,액세서리,assets/models/FtrLogStoolL.glb,matcap_red_wax
ftrlogstooll_matcap_white_ceramic,원목 의자 (화이트 세라믹),43800,1.45,액세서리,assets/models/FtrLogStoolL.glb,matcap_white_ceramic
ftrlogstooll_matcap_blue_gloss,원목 의자 (블루 글로시),42000,1.5,액세서리,assets/models/FtrLogStoolL.glb,matcap_blue_gloss
ftrlogstooll_matcap_gold,원목 의자 (골드),59500,1.1,액세서리,assets/models/FtrLogStoolL.glb,matcap_gold
ftrlogstooll_matcap_silver_soft,원목 의자 (소프트 실버),47300,1.4,액세서리,assets/models/FtrLogStoolL.glb,matcap_silver_soft
ftrmanhole_plastic_matte,맨홀 뚜껑 (매트 플라스틱),5000,2,액세서리,assets/models/FtrManhole.glb,plastic_matte
ftrmanhole_plastic_gloss,맨홀 뚜껑 (글로시 플라스틱),5500,1.95,액세서리,assets/models/FtrManhole.glb,plastic_gloss
ftrmanhole_rubber_soft,맨홀 뚜껑 (소프트 러버),5300,2,액세서리,assets/models/FtrManhole.glb,rubber_soft
ftrmanhole_ceramic_clean,맨홀 뚜껑 (클린 세라믹),6000,1.9,액세서리,assets/models/FtrManhole.glb,ceramic_clean
ftrmanhole_metal_brushed,맨홀 뚜껑 (브러시드 메탈),6800,1.8,액세서리,assets/models/FtrManhole.glb,metal_brushed
ftrmanhole_metal_polished,맨홀 뚜껑 (폴리시드 메탈),7500,1.7,액세서리,assets/models/FtrManhole.glb,metal_polished
ftrmanhole_paint_clearcoat,맨홀 뚜껑 (클리어코트 페인트),6500,1.85,액세서리,assets/models/FtrManhole.glb,paint_clearcoat
ftrmanhole_fabric_sheen,맨홀 뚜껑 (패브릭 쉰),5800,1.95,액세서리,assets/models/FtrManhole.glb,fabric_sheen
ftrmanhole_glass_clear,맨홀 뚜껑 (클리어 글래스),8000,1.6,액세서리,assets/models/FtrManhole.glb,glass_clear
ftrmanhole_resin_tinted,맨홀 뚜껑 (틴티드 레진),7300,1.75,액세서리,assets/models/FtrManhole.glb,resin_tinted
ftrmanhole_matcap_clay,맨홀 뚜껑 (클레이),5300,2,액세서리,assets/models/FtrManhole.glb,matcap_clay
ftrmanhole_matcap_wax,맨홀 뚜껑 (왁스),5500,1.95,액세서리,assets/models/FtrManhole.glb,matcap_wax
ftrmanhole_matcap_chrome,맨홀 뚜껑 (크롬),7800,1.65,액세서리,assets/models/FtrManhole.glb,matcap_chrome
ftrmanhole_matcap_bronze,맨홀 뚜껑 (브론즈),7000,1.8,액세서리,assets/models/FtrManhole.glb,matcap_bronze
ftrmanhole_matcap_black_rubber,맨홀 뚜껑 (블랙 러버),5400,2,액세서리,assets/models/FtrManhole.glb,matcap_black_rubber
ftrmanhole_matcap_red_wax,맨홀 뚜껑 (레드 왁스),5800,1.9,액세서리,assets/models/FtrManhole.glb,matcap_red_wax
ftrmanhole_matcap_white_ceramic,맨홀 뚜껑 (화이트 세라믹),6300,1.85,액세서리,assets/models/FtrManhole.glb,matcap_white_ceramic
ftrmanhole_matcap_blue_gloss,맨홀 뚜껑 (블루 글로시),6000,1.9,액세서리,assets/models/FtrManhole.glb,matcap_blue_gloss
ftrmanhole_matcap_gold,맨홀 뚜껑 (골드),8500,1.5,액세서리,assets/models/FtrManhole.glb,matcap_gold
ftrmanhole_matcap_silver_soft,맨홀 뚜껑 (소프트 실버),6800,1.8,액세서리,assets/models/FtrManhole.glb,matcap_silver_soft
ftrmetronome_plastic_matte,메트로놈 (매트 플라스틱),25000,1.7,액세서리,assets/models/FtrMetronome.glb,plastic_matte
ftrmetronome_plastic_gloss,메트로놈 (글로시 플라스틱),27500,1.65,액세서리,assets/models/FtrMetronome.glb,plastic_gloss
ftrmetronome_rubber_soft,메트로놈 (소프트 러버),26300,1.7,액세서리,assets/models/FtrMetronome.glb,rubber_soft
ftrmetronome_ceramic_clean,메트로놈 (클린 세라믹),30000,1.6,액세서리,assets/models/FtrMetronome.glb,ceramic_clean
ftrmetronome_metal_brushed,메트로놈 (브러시드 메탈),33800,1.5,액세서리,assets/models/FtrMetronome.glb,metal_brushed
ftrmetronome_metal_polished,메트로놈 (폴리시드 메탈),37500,1.4,액세서리,assets/models/FtrMetronome.glb,metal_polished
ftrmetronome_paint_clearcoat,메트로놈 (클리어코트 페인트),32500,1.55,액세서리,assets/models/FtrMetronome.glb,paint_clearcoat
ftrmetronome_fabric_sheen,메트로놈 (패브릭 쉰),28700,1.65,액세서리,assets/models/FtrMetronome.glb,fabric_sheen
ftrmetronome_glass_clear,메트로놈 (클리어 글래스),40000,1.3,액세서리,assets/models/FtrMetronome.glb,glass_clear
ftrmetronome_resin_tinted,메트로놈 (틴티드 레진),36300,1.45,액세서리,assets/models/FtrMetronome.glb,resin_tinted
ftrmetronome_matcap_clay,메트로놈 (클레이),26300,1.7,액세서리,assets/models/FtrMetronome.glb,matcap_clay
ftrmetronome_matcap_wax,메트로놈 (왁스),27500,1.65,액세서리,assets/models/FtrMetronome.glb,matcap_wax
ftrmetronome_matcap_chrome,메트로놈 (크롬),38800,1.35,액세서리,assets/models/FtrMetronome.glb,matcap_chrome
ftrmetronome_matcap_bronze,메트로놈 (브론즈),35000,1.5,액세서리,assets/models/FtrMetronome.glb,matcap_bronze
ftrmetronome_matcap_black_rubber,메트로놈 (블랙 러버),27000,1.7,액세서리,assets/models/FtrMetronome.glb,matcap_black_rubber
ftrmetronome_matcap_red_wax,메트로놈 (레드 왁스),28700,1.6,액세서리,assets/models/FtrMetronome.glb,matcap_red_wax
ftrmetronome_matcap_white_ceramic,메트로놈 (화이트 세라믹),31300,1.55,액세서리,assets/models/FtrMetronome.glb,matcap_white_ceramic
