id,name,baseValue,rarity,category,modelPath,preset
bagshoulderdrum0_plastic_matte,Bag Shoulder Drum 0 (매트 플라스틱),15000,1,액세서리,assets/models/BagShoulderDrum0.glb,plastic_matte
bagshoulderdrum0_plastic_gloss,Bag Shoulder Drum 0 (글로시 플라스틱),16500,0.95,액세서리,assets/models/BagShoulderDrum0.glb,plastic_gloss
bagshoulderdrum0_rubber_soft,Bag Shoulder Drum 0 (소프트 러버),15800,1,액세서리,assets/models/BagShoulderDrum0.glb,rubber_soft
bagshoulderdrum0_ceramic_clean,Bag Shoulder Drum 0 (클린 세라믹),18000,0.9,액세서리,assets/models/BagShoulderDrum0.glb,ceramic_clean
bagshoulderdrum0_metal_brushed,Bag Shoulder Drum 0 (브러시드 메탈),20300,0.8,액세서리,assets/models/BagShoulderDrum0.glb,metal_brushed
bagshoulderdrum0_metal_polished,Bag Shoulder Drum 0 (폴리시드 메탈),22500,0.7,액세서리,assets/models/BagShoulderDrum0.glb,metal_polished
bagshoulderdrum0_paint_clearcoat,Bag Shoulder Drum 0 (클리어코트 페인트),19500,0.85,액세서리,assets/models/BagShoulderDrum0.glb,paint_clearcoat
bagshoulderdrum0_fabric_sheen,Bag Shoulder Drum 0 (패브릭 쉰),17300,0.95,액세서리,assets/models/BagShoulderDrum0.glb,fabric_sheen
bagshoulderdrum0_glass_clear,Bag Shoulder Drum 0 (클리어 글래스),24000,0.6,액세서리,assets/models/BagShoulderDrum0.glb,glass_clear
bagshoulderdrum0_resin_tinted,Bag Shoulder Drum 0 (틴티드 레진),21800,0.75,액세서리,assets/models/BagShoulderDrum0.glb,resin_tinted
bagshoulderdrum0_matcap_clay,Bag Shoulder Drum 0 (클레이),15800,1,액세서리,assets/models/BagShoulderDrum0.glb,matcap_clay
bagshoulderdrum0_matcap_wax,Bag Shoulder Drum 0 (왁스),16500,0.95,액세서리,assets/models/BagShoulderDrum0.glb,matcap_wax
bagshoulderdrum0_matcap_chrome,Bag Shoulder Drum 0 (크롬),23300,0.65,액세서리,assets/models/BagShoulderDrum0.glb,matcap_chrome
bagshoulderdrum0_matcap_bronze,Bag Shoulder Drum 0 (브론즈),21000,0.8,액세서리,assets/models/BagShoulderDrum0.glb,matcap_bronze
bagshoulderdrum0_matcap_black_rubber,Bag Shoulder Drum 0 (블랙 러버),16200,1,액세서리,assets/models/BagShoulderDrum0.glb,matcap_black_rubber
bagshoulderdrum0_matcap_red_wax,Bag Shoulder Drum 0 (레드 왁스),17300,0.9,액세서리,assets/models/BagShoulderDrum0.glb,matcap_red_wax
bagshoulderdrum0_matcap_white_ceramic,Bag Shoulder Drum 0 (화이트 세라믹),18800,0.85,액세서리,assets/models/BagShoulderDrum0.glb,matcap_white_ceramic
bagshoulderdrum0_matcap_blue_gloss,Bag Shoulder Drum 0 (블루 글로시),18000,0.9,액세서리,assets/models/BagShoulderDrum0.glb,matcap_blue_gloss
bagshoulderdrum0_matcap_gold,Bag Shoulder Drum 0 (골드),25500,0.5,액세서리,assets/models/BagShoulderDrum0.glb,matcap_gold
bagshoulderdrum0_matcap_silver_soft,Bag Shoulder Drum 0 (소프트 실버),20300,0.8,액세서리,assets/models/BagShoulderDrum0.glb,matcap_silver_soft
bagshoulderfish0_plastic_matte,Bag Shoulder Fish 0 (매트 플라스틱),15000,1,액세서리,assets/models/BagShoulderFish0.glb,plastic_matte
bagshoulderfish0_plastic_gloss,Bag Shoulder Fish 0 (글로시 플라스틱),16500,0.95,액세서리,assets/models/BagShoulderFish0.glb,plastic_gloss
bagshoulderfish0_rubber_soft,Bag Shoulder Fish 0 (소프트 러버),15800,1,액세서리,assets/models/BagShoulderFish0.glb,rubber_soft
bagshoulderfish0_ceramic_clean,Bag Shoulder Fish 0 (클린 세라믹),18000,0.9,액세서리,assets/models/BagShoulderFish0.glb,ceramic_clean
bagshoulderfish0_metal_brushed,Bag Shoulder Fish 0 (브러시드 메탈),20300,0.8,액세서리,assets/models/BagShoulderFish0.glb,metal_brushed
bagshoulderfish0_metal_polished,Bag Shoulder Fish 0 (폴리시드 메탈),22500,0.7,액세서리,assets/models/BagShoulderFish0.glb,metal_polished
bagshoulderfish0_paint_clearcoat,Bag Shoulder Fish 0 (클리어코트 페인트),19500,0.85,액세서리,assets/models/BagShoulderFish0.glb,paint_clearcoat
bagshoulderfish0_fabric_sheen,Bag Shoulder Fish 0 (패브릭 쉰),17300,0.95,액세서리,assets/models/BagShoulderFish0.glb,fabric_sheen
bagshoulderfish0_glass_clear,Bag Shoulder Fish 0 (클리어 글래스),24000,0.6,액세서리,assets/models/BagShoulderFish0.glb,glass_clear
bagshoulderfish0_resin_tinted,Bag Shoulder Fish 0 (틴티드 레진),21800,0.75,액세서리,assets/models/BagShoulderFish0.glb,resin_tinted
bagshoulderfish0_matcap_clay,Bag Shoulder Fish 0 (클레이),15800,1,액세서리,assets/models/BagShoulderFish0.glb,matcap_clay
bagshoulderfish0_matcap_wax,Bag Shoulder Fish 0 (왁스),16500,0.95,액세서리,assets/models/BagShoulderFish0.glb,matcap_wax
bagshoulderfish0_matcap_chrome,Bag Shoulder Fish 0 (크롬),23300,0.65,액세서리,assets/models/BagShoulderFish0.glb,matcap_chrome
bagshoulderfish0_matcap_bronze,Bag Shoulder Fish 0 (브론즈),21000,0.8,액세서리,assets/models/BagShoulderFish0.glb,matcap_bronze
bagshoulderfish0_matcap_black_rubber,Bag Shoulder Fish 0 (블랙 러버),16200,1,액세서리,assets/models/BagShoulderFish0.glb,matcap_black_rubber
bagshoulderfish0_matcap_red_wax,Bag Shoulder Fish 0 (레드 왁스),17300,0.9,액세서리,assets/models/BagShoulderFish0.glb,matcap_red_wax
bagshoulderfish0_matcap_white_ceramic,Bag Shoulder Fish 0 (화이트 세라믹),18800,0.85,액세서리,assets/models/BagShoulderFish0.glb,matcap_white_ceramic
bagshoulderfish0_matcap_blue_gloss,Bag Shoulder Fish 0 (블루 글로시),18000,0.9,액세서리,assets/models/BagShoulderFish0.glb,matcap_blue_gloss
bagshoulderfish0_matcap_gold,Bag Shoulder Fish 0 (골드),25500,0.5,액세서리,assets/models/BagShoulderFish0.glb,matcap_gold
bagshoulderfish0_matcap_silver_soft,Bag Shoulder Fish 0 (소프트 실버),20300,0.8,액세서리,assets/models/BagShoulderFish0.glb,matcap_silver_soft
bagshouldermaple0_plastic_matte,Bag Shoulder Maple 0 (매트 플라스틱),15000,1,액세서리,assets/models/BagShoulderMaple0.glb,plastic_matte
bagshouldermaple0_plastic_gloss,Bag Shoulder Maple 0 (글로시 플라스틱),16500,0.95,액세서리,assets/models/BagShoulderMaple0.glb,plastic_gloss
bagshouldermaple0_rubber_soft,Bag Shoulder Maple 0 (소프트 러버),15800,1,액세서리,assets/models/BagShoulderMaple0.glb,rubber_soft
bagshouldermaple0_ceramic_clean,Bag Shoulder Maple 0 (클린 세라믹),18000,0.9,액세서리,assets/models/BagShoulderMaple0.glb,ceramic_clean
bagshouldermaple0_metal_brushed,Bag Shoulder Maple 0 (브러시드 메탈),20300,0.8,액세서리,assets/models/BagShoulderMaple0.glb,metal_brushed
bagshouldermaple0_metal_polished,Bag Shoulder Maple 0 (폴리시드 메탈),22500,0.7,액세서리,assets/models/BagShoulderMaple0.glb,metal_polished
bagshouldermaple0_paint_clearcoat,Bag Shoulder Maple 0 (클리어코트 페인트),19500,0.85,액세서리,assets/models/BagShoulderMaple0.glb,paint_clearcoat
bagshouldermaple0_fabric_sheen,Bag Shoulder Maple 0 (패브릭 쉰),17300,0.95,액세서리,assets/models/BagShoulderMaple0.glb,fabric_sheen
bagshouldermaple0_glass_clear,Bag Shoulder Maple 0 (클리어 글래스),24000,0.6,액세서리,assets/models/BagShoulderMaple0.glb,glass_clear
bagshouldermaple0_resin_tinted,Bag Shoulder Maple 0 (틴티드 레진),21800,0.75,액세서리,assets/models/BagShoulderMaple0.glb,resin_tinted
bagshouldermaple0_matcap_clay,Bag Shoulder Maple 0 (클레이),15800,1,액세서리,assets/models/BagShoulderMaple0.glb,matcap_clay
bagshouldermaple0_matcap_wax,Bag Shoulder Maple 0 (왁스),16500,0.95,액세서리,assets/models/BagShoulderMaple0.glb,matcap_wax
bagshouldermaple0_matcap_chrome,Bag Shoulder Maple 0 (크롬),23300,0.65,액세서리,assets/models/BagShoulderMaple0.glb,matcap_chrome
bagshouldermaple0_matcap_bronze,Bag Shoulder Maple 0 (브론즈),21000,0.8,액세서리,assets/models/BagShoulderMaple0.glb,matcap_bronze
bagshouldermaple0_matcap_black_rubber,Bag Shoulder Maple 0 (블랙 러버),16200,1,액세서리,assets/models/BagShoulderMaple0.glb,matcap_black_rubber
bagshouldermaple0_matcap_red_wax,Bag Shoulder Maple 0 (레드 왁스),17300,0.9,액세서리,assets/models/BagShoulderMaple0.glb,matcap_red_wax
bagshouldermaple0_matcap_white_ceramic,Bag Shoulder Maple 0 (화이트 세라믹),18800,0.85,액세서리,assets/models/BagShoulderMaple0.glb,matcap_white_ceramic
bagshouldermaple0_matcap_blue_gloss,Bag Shoulder Maple 0 (블루 글로시),18000,0.9,액세서리,assets/models/BagShoulderMaple0.glb,matcap_blue_gloss
bagshouldermaple0_matcap_gold,Bag Shoulder Maple 0 (골드),25500,0.5,액세서리,assets/models/BagShoulderMaple0.glb,matcap_gold
bagshouldermaple0_matcap_silver_soft,Bag Shoulder Maple 0 (소프트 실버),20300,0.8,액세서리,assets/models/BagShoulderMaple0.glb,matcap_silver_soft
bagshoulderparty0_plastic_matte,Bag Shoulder Party 0 (매트 플라스틱),15000,1,액세서리,assets/models/BagShoulderParty0.glb,plastic_matte
