id,name,baseValue,rarity,category,modelPath,preset
shellfishasari_plastic_matte,아사리 조개 (매트 플라스틱),15000,0.5,액세서리,assets/models/ShellfishAsari.glb,plastic_matte
shellfishasari_plastic_gloss,아사리 조개 (글로시 플라스틱),16500,0.45,액세서리,assets/models/ShellfishAsari.glb,plastic_gloss
shellfishasari_rubber_soft,아사리 조개 (소프트 러버),15800,0.5,액세서리,assets/models/ShellfishAsari.glb,rubber_soft
shellfishasari_ceramic_clean,아사리 조개 (클린 세라믹),18000,0.4,액세서리,assets/models/ShellfishAsari.glb,ceramic_clean
shellfishasari_metal_brushed,아사리 조개 (브러시드 메탈),20300,0.3,액세서리,assets/models/ShellfishAsari.glb,metal_brushed
shellfishasari_metal_polished,아사리 조개 (폴리시드 메탈),22500,0.2,액세서리,assets/models/ShellfishAsari.glb,metal_polished
shellfishasari_paint_clearcoat,아사리 조개 (클리어코트 페인트),19500,0.35,액세서리,assets/models/ShellfishAsari.glb,paint_clearcoat
shellfishasari_fabric_sheen,아사리 조개 (패브릭 쉰),17300,0.45,액세서리,assets/models/ShellfishAsari.glb,fabric_sheen
shellfishasari_glass_clear,아사리 조개 (클리어 글래스),24000,0.1,액세서리,assets/models/ShellfishAsari.glb,glass_clear
shellfishasari_resin_tinted,아사리 조개 (틴티드 레진),21800,0.25,액세서리,assets/models/ShellfishAsari.glb,resin_tinted
shellfishasari_matcap_clay,아사리 조개 (클레이),15800,0.5,액세서리,assets/models/ShellfishAsari.glb,matcap_clay
shellfishasari_matcap_wax,아사리 조개 (왁스),16500,0.45,액세서리,assets/models/ShellfishAsari.glb,matcap_wax
shellfishasari_matcap_chrome,아사리 조개 (크롬),23300,0.15,액세서리,assets/models/ShellfishAsari.glb,matcap_chrome
shellfishasari_matcap_bronze,아사리 조개 (브론즈),21000,0.3,액세서리,assets/models/ShellfishAsari.glb,matcap_bronze
shellfishasari_matcap_black_rubber,아사리 조개 (블랙 러버),16200,0.5,액세서리,assets/models/ShellfishAsari.glb,matcap_black_rubber
shellfishasari_matcap_red_wax,아사리 조개 (레드 왁스),17300,0.4,액세서리,assets/models/ShellfishAsari.glb,matcap_red_wax
shellfishasari_matcap_white_ceramic,아사리 조개 (화이트 세라믹),18800,0.35,액세서리,assets/models/ShellfishAsari.glb,matcap_white_ceramic
shellfishasari_matcap_blue_gloss,아사리 조개 (블루 글로시),18000,0.4,액세서리,assets/models/ShellfishAsari.glb,matcap_blue_gloss
shellfishasari_matcap_gold,아사리 조개 (골드),25500,0.1,액세서리,assets/models/ShellfishAsari.glb,matcap_gold
shellfishasari_matcap_silver_soft,아사리 조개 (소프트 실버),20300,0.3,액세서리,assets/models/ShellfishAsari.glb,matcap_silver_soft
shoeshighcutbasket0_plastic_matte,레드 하이스탑 스니커즈 (매트 플라스틱),20000,0.2,액세서리,assets/models/ShoesHighcutBasket0.glb,plastic_matte
shoeshighcutbasket0_plastic_gloss,레드 하이스탑 스니커즈 (글로시 플라스틱),22000,0.15,액세서리,assets/models/ShoesHighcutBasket0.glb,plastic_gloss
shoeshighcutbasket0_rubber_soft,레드 하이스탑 스니커즈 (소프트 러버),21000,0.2,액세서리,assets/models/ShoesHighcutBasket0.glb,rubber_soft
shoeshighcutbasket0_ceramic_clean,레드 하이스탑 스니커즈 (클린 세라믹),24000,0.1,액세서리,assets/models/ShoesHighcutBasket0.glb,ceramic_clean
shoeshighcutbasket0_metal_brushed,레드 하이스탑 스니커즈 (브러시드 메탈),27000,0.1,액세서리,assets/models/ShoesHighcutBasket0.glb,metal_brushed
shoeshighcutbasket0_metal_polished,레드 하이스탑 스니커즈 (폴리시드 메탈),30000,0.1,액세서리,assets/models/ShoesHighcutBasket0.glb,metal_polished
